                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    641,                0.32765,                0.19412,                0.87399,                0.99149,                 0.9919,                0.99435,                 0.9794,                0.19993,                0.11271,                0.79791,               0.003664,               0.003664,               0.003664
                    642,                0.32038,                0.19547,                0.87077,                0.99116,                0.99216,                0.99436,                0.97936,                0.19986,                0.11243,                0.79786,              0.0036541,              0.0036541,              0.0036541
                    643,                0.31643,                0.19056,                0.86678,                0.99124,                0.99212,                0.99443,                0.97953,                0.19978,                0.11252,                0.79781,              0.0036442,              0.0036442,              0.0036442
                    644,                0.32042,                0.19047,                0.87202,                0.99127,                0.99208,                0.99443,                0.97951,                0.19972,                0.11246,                0.79778,              0.0036343,              0.0036343,              0.0036343
                    645,                0.32077,                0.19772,                0.87062,                 0.9913,                0.99209,                0.99443,                0.97958,                0.19956,                0.11247,                0.79777,              0.0036244,              0.0036244,              0.0036244
                    646,                0.32091,                0.19346,                0.87077,                0.99178,                0.99187,                0.99442,                0.97986,                0.19958,                0.11216,                0.79773,              0.0036145,              0.0036145,              0.0036145
                    647,                 0.3203,                0.19109,                0.87574,                0.99158,                0.99187,                0.99435,                0.97979,                0.19942,                0.11194,                0.79763,              0.0036046,              0.0036046,              0.0036046
                    648,                 0.3182,                0.19378,                0.87351,                0.99148,                0.99208,                0.99436,                0.97978,                0.19926,                0.11198,                0.79755,              0.0035947,              0.0035947,              0.0035947
                    649,                 0.3248,                0.19789,                0.87869,                0.99144,                0.99214,                 0.9944,                 0.9797,                0.19915,                 0.1121,                0.79747,              0.0035848,              0.0035848,              0.0035848
                    650,                0.31427,                0.19101,                0.86917,                0.99151,                0.99211,                 0.9944,                0.97974,                0.19906,                0.11207,                0.79743,              0.0035749,              0.0035749,              0.0035749
                    651,                0.31551,                0.18804,                0.87688,                0.99178,                0.99189,                0.99447,                0.97974,                0.19896,                0.11207,                 0.7974,               0.003565,               0.003565,               0.003565
                    652,                0.31802,                0.19213,                0.87185,                0.99186,                0.99187,                0.99439,                0.97996,                0.19888,                0.11197,                0.79733,              0.0035551,              0.0035551,              0.0035551
                    653,                0.32247,                0.19287,                0.87505,                0.99158,                0.99207,                0.99447,                0.97984,                0.19876,                0.11197,                0.79727,              0.0035452,              0.0035452,              0.0035452
                    654,                0.32653,                0.20181,                 0.8807,                0.99153,                0.99199,                 0.9944,                0.97982,                0.19861,                0.11178,                0.79721,              0.0035353,              0.0035353,              0.0035353
                    655,                0.31228,                0.18884,                0.87369,                0.99179,                0.99182,                0.99446,                0.98001,                0.19843,                0.11169,                0.79715,              0.0035254,              0.0035254,              0.0035254
                    656,                0.31752,                0.19021,                0.87149,                0.99152,                0.99202,                0.99447,                0.97975,                0.19835,                0.11159,                 0.7971,              0.0035155,              0.0035155,              0.0035155
                    657,                0.31656,                0.19304,                0.87476,                0.99155,                  0.992,                0.99447,                 0.9798,                0.19826,                0.11162,                0.79706,              0.0035056,              0.0035056,              0.0035056
                    658,                0.32063,                 0.1974,                0.87584,                0.99154,                0.99202,                0.99447,                0.97982,                0.19811,                0.11165,                0.79698,              0.0034957,              0.0034957,              0.0034957
                    659,                0.30924,                0.18964,                0.87553,                0.99161,                0.99198,                 0.9944,                0.97999,                0.19809,                 0.1117,                0.79696,              0.0034858,              0.0034858,              0.0034858
                    660,                0.31627,                0.19281,                0.87622,                0.99187,                0.99185,                0.99447,                0.98006,                0.19798,                0.11144,                0.79691,              0.0034759,              0.0034759,              0.0034759
                    661,                0.32873,                0.19911,                0.88527,                0.99163,                  0.992,                0.99447,                0.98045,                0.19779,                0.11177,                0.79684,               0.003466,               0.003466,               0.003466
                    662,                  0.322,                0.19481,                0.87752,                 0.9917,                0.99196,                0.99447,                0.98025,                0.19768,                0.11176,                 0.7968,              0.0034561,              0.0034561,              0.0034561
                    663,                0.31838,                0.19609,                 0.8792,                0.99189,                0.99187,                0.99439,                0.98018,                 0.1976,                 0.1115,                0.79679,              0.0034462,              0.0034462,              0.0034462
                    664,                0.31533,                0.19604,                0.87533,                0.99192,                0.99187,                0.99439,                0.98026,                0.19746,                0.11143,                0.79674,              0.0034363,              0.0034363,              0.0034363
                    665,                0.30878,                0.18985,                0.87244,                0.99179,                0.99198,                0.99436,                0.98027,                0.19736,                0.11157,                 0.7967,              0.0034264,              0.0034264,              0.0034264
                    666,                0.30913,                0.19129,                0.87542,                0.99193,                0.99187,                0.99435,                 0.9799,                0.19719,                0.11161,                0.79662,              0.0034165,              0.0034165,              0.0034165
                    667,                0.31565,                0.19584,                0.87211,                0.99178,                  0.992,                0.99436,                0.97975,                 0.1971,                0.11164,                0.79659,              0.0034066,              0.0034066,              0.0034066
                    668,                0.31462,                0.19328,                0.87675,                0.99195,                0.99188,                0.99435,                0.97992,                0.19689,                0.11163,                 0.7965,              0.0033967,              0.0033967,              0.0033967
                    669,                0.31088,                0.19009,                 0.8719,                0.99197,                0.99186,                0.99435,                0.98006,                0.19673,                0.11161,                0.79643,              0.0033868,              0.0033868,              0.0033868
                    670,                0.31249,                0.19085,                 0.8716,                0.99182,                0.99199,                0.99443,                0.98012,                0.19671,                 0.1115,                0.79637,              0.0033769,              0.0033769,              0.0033769
                    671,                0.31144,                0.19155,                0.86746,                0.99196,                0.99188,                0.99443,                0.98011,                0.19653,                0.11132,                 0.7963,               0.003367,               0.003367,               0.003367
                    672,                0.31451,                0.19224,                0.86788,                0.99181,                0.99199,                0.99436,                0.98006,                0.19647,                 0.1116,                0.79626,              0.0033571,              0.0033571,              0.0033571
                    673,                0.31274,                0.19221,                0.87192,                0.99199,                  0.992,                0.99443,                0.98012,                0.19636,                 0.1117,                0.79619,              0.0033472,              0.0033472,              0.0033472
                    674,                0.30958,                0.19189,                0.87224,                0.99198,                0.99201,                0.99443,                0.97993,                0.19627,                0.11176,                0.79615,              0.0033373,              0.0033373,              0.0033373
                    675,                0.30891,                0.18228,                0.86725,                0.99205,                0.99192,                0.99443,                0.98008,                0.19619,                0.11154,                0.79607,              0.0033274,              0.0033274,              0.0033274
                    676,                0.31226,                0.18865,                0.87135,                0.99204,                0.99192,                0.99443,                0.98013,                0.19614,                0.11165,                0.79606,              0.0033175,              0.0033175,              0.0033175
                    677,                0.30588,                0.18312,                0.86555,                  0.992,                  0.992,                0.99436,                0.98018,                  0.196,                 0.1113,                  0.796,              0.0033076,              0.0033076,              0.0033076
                    678,                0.30743,                0.18247,                0.86591,                0.99199,                0.99201,                0.99443,                0.98037,                 0.1959,                0.11117,                0.79594,              0.0032977,              0.0032977,              0.0032977
                    679,                0.30807,                 0.1857,                0.86574,                0.99198,                0.99202,                 0.9944,                0.98026,                0.19585,                0.11138,                0.79592,              0.0032878,              0.0032878,              0.0032878
                    680,                0.30703,                0.18528,                0.86655,                0.99214,                0.99188,                 0.9944,                0.98018,                0.19581,                0.11137,                0.79585,              0.0032779,              0.0032779,              0.0032779
                    681,                0.30208,                0.18847,                0.86743,                0.99213,                0.99189,                 0.9944,                0.98014,                0.19566,                0.11123,                0.79579,               0.003268,               0.003268,               0.003268
                    682,                0.31144,                0.19433,                0.86975,                0.99204,                  0.992,                 0.9944,                0.98032,                0.19553,                0.11126,                0.79573,              0.0032581,              0.0032581,              0.0032581
                    683,                0.31214,                0.19617,                0.86482,                0.99208,                0.99197,                0.99447,                0.98026,                0.19543,                0.11141,                0.79569,              0.0032482,              0.0032482,              0.0032482
                    684,                0.30572,                0.19263,                0.86836,                 0.9922,                0.99185,                0.99447,                0.98012,                0.19541,                0.11113,                0.79564,              0.0032383,              0.0032383,              0.0032383
                    685,                0.31196,                0.19332,                0.87115,                0.99214,                0.99193,                0.99447,                0.98028,                0.19523,                0.11101,                 0.7956,              0.0032284,              0.0032284,              0.0032284
                    686,                0.30627,                0.18768,                0.87281,                0.99227,                0.99183,                 0.9944,                0.98038,                0.19519,                0.11087,                0.79557,              0.0032185,              0.0032185,              0.0032185
                    687,                0.30555,                0.18948,                 0.8684,                0.99226,                0.99183,                0.99447,                0.98036,                 0.1951,                0.11096,                0.79551,              0.0032086,              0.0032086,              0.0032086
                    688,                0.30782,                0.18494,                 0.8672,                0.99224,                0.99187,                 0.9944,                 0.9803,                0.19499,                 0.1109,                0.79547,              0.0031987,              0.0031987,              0.0031987
                    689,                0.30215,                0.18346,                0.86834,                0.99229,                0.99182,                0.99447,                0.98028,                0.19493,                0.11098,                0.79542,              0.0031888,              0.0031888,              0.0031888
                    690,                0.30481,                 0.1836,                0.86868,                0.99227,                0.99186,                 0.9944,                 0.9804,                0.19487,                  0.111,                0.79538,              0.0031789,              0.0031789,              0.0031789
                    691,                0.31243,                0.18602,                0.86755,                0.99236,                0.99181,                 0.9944,                 0.9803,                0.19469,                0.11097,                0.79532,               0.003169,               0.003169,               0.003169
                    692,                0.30994,                0.19241,                0.86987,                0.99236,                0.99181,                0.99447,                0.98018,                 0.1946,                0.11118,                0.79525,              0.0031591,              0.0031591,              0.0031591
                    693,                 0.3004,                0.18782,                0.86308,                0.99226,                0.99179,                 0.9944,                0.97984,                 0.1945,                0.11093,                0.79517,              0.0031492,              0.0031492,              0.0031492
                    694,                0.30873,                0.18561,                0.86649,                0.99243,                0.99177,                0.99447,                 0.9797,                 0.1944,                0.11117,                0.79512,              0.0031393,              0.0031393,              0.0031393
                    695,                 0.3064,                0.18787,                0.86886,                0.99235,                0.99182,                 0.9944,                0.98044,                0.19423,                0.11141,                0.79505,              0.0031294,              0.0031294,              0.0031294
                    696,                0.30119,                0.18362,                0.86466,                0.99237,                 0.9918,                 0.9944,                0.97992,                 0.1941,                0.11124,                0.79498,              0.0031195,              0.0031195,              0.0031195
                    697,                0.30042,                0.18703,                0.86166,                0.99237,                0.99183,                0.99447,                0.98065,                0.19403,                0.11115,                0.79493,              0.0031096,              0.0031096,              0.0031096
                    698,                  0.304,                0.18488,                0.86881,                0.99244,                0.99181,                 0.9944,                0.98047,                0.19401,                0.11111,                0.79485,              0.0030997,              0.0030997,              0.0030997
                    699,                0.30017,                0.18521,                0.86204,                0.99237,                0.99177,                 0.9944,                0.98049,                 0.1939,                0.11114,                 0.7948,              0.0030898,              0.0030898,              0.0030898
                    700,                0.30093,                0.18592,                0.86701,                0.99251,                0.99177,                0.99447,                0.98071,                0.19381,                0.11105,                0.79473,              0.0030799,              0.0030799,              0.0030799
                    701,                 0.2936,                0.18197,                0.86536,                0.99253,                0.99175,                 0.9944,                0.98067,                0.19369,                0.11093,                0.79468,                0.00307,                0.00307,                0.00307
                    702,                0.29196,                0.18071,                0.86133,                0.99253,                0.99177,                 0.9944,                 0.9805,                0.19365,                0.11072,                0.79464,              0.0030601,              0.0030601,              0.0030601
                    703,                0.30592,                0.18448,                0.86731,                0.99252,                0.99177,                0.99447,                0.98058,                0.19347,                0.11059,                0.79455,              0.0030502,              0.0030502,              0.0030502
                    704,                0.30142,                0.17965,                0.86317,                0.99255,                0.99175,                 0.9944,                0.98044,                0.19338,                0.11066,                0.79445,              0.0030403,              0.0030403,              0.0030403
                    705,                0.30205,                0.18491,                0.87148,                0.99259,                0.99176,                0.99447,                0.98043,                0.19332,                0.11061,                0.79437,              0.0030304,              0.0030304,              0.0030304
                    706,                0.29711,                0.18168,                0.86667,                0.99262,                0.99174,                 0.9944,                0.98051,                0.19327,                0.11061,                0.79431,              0.0030205,              0.0030205,              0.0030205
                    707,                 0.3023,                0.18505,                0.86557,                0.99262,                0.99174,                 0.9944,                0.98056,                0.19315,                0.11074,                0.79426,              0.0030106,              0.0030106,              0.0030106
                    708,                0.29993,                0.18076,                0.87063,                0.99253,                0.99179,                 0.9944,                 0.9805,                0.19306,                0.11072,                0.79423,              0.0030007,              0.0030007,              0.0030007
                    709,                0.29639,                 0.1775,                0.86153,                0.99264,                0.99172,                 0.9944,                0.98058,                0.19302,                0.11092,                0.79417,              0.0029908,              0.0029908,              0.0029908
                    710,                 0.3013,                0.18437,                0.86571,                0.99256,                0.99177,                 0.9944,                0.98105,                0.19293,                0.11098,                0.79415,              0.0029809,              0.0029809,              0.0029809
                    711,                0.29896,                0.17983,                0.86252,                0.99255,                0.99179,                 0.9944,                0.98089,                0.19289,                0.11081,                0.79408,               0.002971,               0.002971,               0.002971
                    712,                0.29068,                0.17853,                0.86124,                0.99266,                0.99173,                0.99447,                0.98103,                0.19282,                  0.111,                0.79402,              0.0029611,              0.0029611,              0.0029611
                    713,                 0.2991,                 0.1781,                0.86119,                0.99269,                0.99171,                0.99439,                0.98101,                0.19271,                0.11086,                0.79395,              0.0029512,              0.0029512,              0.0029512
                    714,                0.30293,                 0.1847,                0.86145,                0.99261,                0.99174,                0.99447,                0.98071,                0.19264,                0.11097,                0.79391,              0.0029413,              0.0029413,              0.0029413
                    715,                0.29503,                0.17928,                0.86235,                0.99264,                0.99172,                0.99447,                0.98059,                0.19258,                0.11106,                0.79387,              0.0029314,              0.0029314,              0.0029314
                    716,                0.29572,                0.18097,                0.86552,                0.99263,                0.99171,                 0.9944,                0.98047,                0.19245,                0.11095,                0.79381,              0.0029215,              0.0029215,              0.0029215
                    717,                0.28901,                0.17771,                0.86094,                0.99263,                0.99171,                0.99447,                0.98132,                0.19237,                  0.111,                0.79377,              0.0029116,              0.0029116,              0.0029116
                    718,                0.29784,                0.17859,                0.86014,                0.99266,                0.99169,                 0.9944,                0.98111,                 0.1924,                  0.111,                0.79371,              0.0029017,              0.0029017,              0.0029017
                    719,                0.29561,                0.17874,                0.85797,                0.99262,                0.99171,                0.99447,                0.98112,                0.19225,                0.11109,                0.79368,              0.0028918,              0.0028918,              0.0028918
                    720,                0.28903,                0.17634,                0.85828,                0.99265,                0.99171,                0.99446,                 0.9811,                0.19215,                0.11106,                0.79363,              0.0028819,              0.0028819,              0.0028819
                    721,                0.29609,                0.18127,                0.86519,                0.99265,                0.99171,                0.99447,                0.98122,                0.19214,                0.11098,                0.79359,               0.002872,               0.002872,               0.002872
                    722,                0.29566,                0.18136,                0.86423,                0.99267,                0.99169,                0.99447,                0.98122,                0.19207,                0.11096,                0.79356,              0.0028621,              0.0028621,              0.0028621
                    723,                0.29208,                0.17637,                0.86367,                 0.9927,                0.99167,                0.99439,                 0.9811,                0.19192,                  0.111,                0.79349,              0.0028522,              0.0028522,              0.0028522
                    724,                0.29712,                0.18003,                0.86983,                 0.9927,                0.99171,                0.99447,                0.98118,                0.19191,                0.11106,                0.79346,              0.0028423,              0.0028423,              0.0028423
                    725,                0.29258,                0.17738,                0.86436,                0.99273,                0.99169,                0.99447,                0.98124,                0.19179,                 0.1111,                0.79343,              0.0028324,              0.0028324,              0.0028324
                    726,                0.29721,                0.17872,                0.86606,                0.99268,                0.99173,                 0.9944,                0.98094,                0.19171,                0.11126,                0.79339,              0.0028225,              0.0028225,              0.0028225
                    727,                0.29627,                0.18311,                0.86385,                0.99267,                0.99174,                 0.9944,                0.98101,                0.19169,                 0.1115,                0.79334,              0.0028126,              0.0028126,              0.0028126
                    728,                 0.2958,                0.18119,                0.87055,                0.99267,                0.99176,                 0.9944,                0.98135,                0.19164,                0.11117,                0.79331,              0.0028027,              0.0028027,              0.0028027
                    729,                0.29003,                0.17568,                0.86235,                0.99278,                 0.9917,                0.99439,                0.98101,                0.19159,                 0.1109,                0.79328,              0.0027928,              0.0027928,              0.0027928
                    730,                0.28895,                0.17488,                0.85966,                0.99277,                 0.9917,                0.99447,                0.98122,                0.19151,                0.11079,                0.79323,              0.0027829,              0.0027829,              0.0027829
                    731,                0.29202,                0.17547,                0.85569,                0.99273,                0.99172,                0.99447,                0.98065,                0.19149,                0.11078,                 0.7932,               0.002773,               0.002773,               0.002773
                    732,                0.28981,                0.17855,                0.86386,                0.99272,                0.99172,                 0.9944,                0.98081,                 0.1914,                0.11075,                0.79314,              0.0027631,              0.0027631,              0.0027631
                    733,                0.28226,                 0.1732,                0.86042,                0.99272,                0.99172,                0.99447,                0.98106,                0.19134,                 0.1107,                0.79309,              0.0027532,              0.0027532,              0.0027532
                    734,                0.28744,                0.17667,                0.86368,                0.99275,                0.99172,                0.99447,                0.98079,                0.19128,                0.11073,                0.79304,              0.0027433,              0.0027433,              0.0027433
                    735,                0.28962,                  0.178,                0.85772,                0.99275,                0.99172,                 0.9944,                0.98053,                 0.1912,                0.11088,                0.79299,              0.0027334,              0.0027334,              0.0027334
                    736,                0.29334,                0.17755,                0.86162,                0.99265,                0.99172,                 0.9944,                0.98085,                0.19108,                 0.1108,                0.79293,              0.0027235,              0.0027235,              0.0027235
                    737,                0.28604,                0.17374,                0.86143,                0.99264,                0.99173,                0.99448,                0.98106,                0.19104,                0.11076,                0.79289,              0.0027136,              0.0027136,              0.0027136
                    738,                  0.288,                0.17724,                0.86138,                0.99267,                0.99172,                 0.9944,                 0.9811,                0.19092,                0.11083,                0.79279,              0.0027037,              0.0027037,              0.0027037
                    739,                0.28853,                0.18129,                0.86056,                0.99274,                0.99169,                0.99447,                 0.9813,                0.19092,                0.11083,                0.79274,              0.0026938,              0.0026938,              0.0026938
                    740,                0.28518,                0.17475,                0.86349,                0.99274,                0.99171,                0.99447,                0.98116,                0.19082,                0.11083,                0.79268,              0.0026839,              0.0026839,              0.0026839
                    741,                0.28508,                 0.1771,                0.85955,                0.99273,                 0.9917,                0.99447,                0.98106,                0.19079,                0.11091,                0.79262,               0.002674,               0.002674,               0.002674
                    742,                0.28587,                0.17653,                 0.8565,                0.99274,                0.99171,                0.99439,                0.98105,                0.19068,                0.11102,                0.79255,              0.0026641,              0.0026641,              0.0026641
                    743,                0.27547,                0.16882,                0.85396,                0.99273,                0.99171,                0.99439,                0.98111,                0.19059,                0.11116,                0.79249,              0.0026542,              0.0026542,              0.0026542
                    744,                0.28212,                0.17311,                0.85717,                0.99268,                0.99175,                 0.9944,                0.98019,                0.19062,                0.11115,                 0.7924,              0.0026443,              0.0026443,              0.0026443
                    745,                0.28582,                0.17408,                0.85345,                0.99276,                0.99172,                0.99439,                0.98074,                 0.1905,                0.11129,                0.79238,              0.0026344,              0.0026344,              0.0026344
                    746,                0.28939,                 0.1786,                0.86113,                0.99275,                0.99173,                0.99447,                 0.9811,                0.19041,                0.11136,                0.79231,              0.0026245,              0.0026245,              0.0026245
                    747,                0.28529,                0.17661,                0.86443,                0.99274,                0.99174,                0.99447,                0.98107,                0.19034,                0.11134,                0.79227,              0.0026146,              0.0026146,              0.0026146
                    748,                0.28567,                0.17415,                0.86064,                0.99274,                0.99174,                0.99451,                0.98087,                0.19027,                0.11139,                0.79226,              0.0026047,              0.0026047,              0.0026047
                    749,                0.27949,                0.17087,                0.85618,                0.99273,                0.99174,                0.99451,                0.98083,                0.19021,                0.11144,                0.79222,              0.0025948,              0.0025948,              0.0025948
                    750,                0.28359,                0.17423,                0.86006,                0.99272,                0.99174,                0.99451,                0.98075,                 0.1901,                0.11147,                0.79217,              0.0025849,              0.0025849,              0.0025849
                    751,                0.27824,                0.16834,                0.85705,                0.99272,                0.99172,                0.99451,                0.98079,                0.19009,                 0.1115,                0.79212,               0.002575,               0.002575,               0.002575
                    752,                0.28124,                0.17529,                0.86479,                0.99271,                0.99172,                0.99444,                0.98069,                0.18999,                 0.1115,                0.79208,              0.0025651,              0.0025651,              0.0025651
                    753,                0.27718,                0.16822,                0.85773,                0.99278,                0.99168,                0.99451,                0.98097,                0.18994,                0.11159,                0.79205,              0.0025552,              0.0025552,              0.0025552
                    754,                0.28643,                0.17705,                0.86356,                 0.9927,                0.99172,                0.99451,                0.98087,                0.18993,                0.11142,                0.79206,              0.0025453,              0.0025453,              0.0025453
                    755,                0.28232,                0.17129,                0.85928,                0.99277,                0.99168,                0.99443,                0.98093,                0.18991,                0.11138,                0.79202,              0.0025354,              0.0025354,              0.0025354
                    756,                0.28314,                0.17466,                0.85939,                0.99276,                0.99169,                0.99443,                0.98088,                0.18989,                0.11142,                0.79196,              0.0025255,              0.0025255,              0.0025255
                    757,                0.28131,                0.17203,                0.85866,                0.99268,                0.99175,                0.99444,                0.98101,                0.18978,                0.11134,                0.79193,              0.0025156,              0.0025156,              0.0025156
                    758,                0.28241,                0.17053,                0.85984,                0.99275,                0.99171,                0.99444,                 0.9811,                0.18963,                0.11146,                0.79188,              0.0025057,              0.0025057,              0.0025057
                    759,                0.28272,                0.16962,                0.86007,                0.99274,                0.99171,                0.99451,                0.98111,                0.18965,                0.11149,                0.79184,              0.0024958,              0.0024958,              0.0024958
                    760,                0.27832,                0.17088,                0.85553,                0.99277,                 0.9917,                0.99443,                0.98115,                0.18955,                0.11137,                0.79178,              0.0024859,              0.0024859,              0.0024859
                    761,                0.28038,                0.16984,                0.85302,                0.99268,                0.99174,                0.99451,                0.98101,                 0.1895,                0.11144,                0.79177,               0.002476,               0.002476,               0.002476
                    762,                0.27789,                 0.1726,                0.86008,                0.99275,                 0.9917,                0.99451,                0.98102,                0.18947,                 0.1112,                0.79175,              0.0024661,              0.0024661,              0.0024661
                    763,                0.27435,                0.16977,                0.85512,                0.99278,                 0.9917,                0.99451,                0.98134,                 0.1894,                0.11137,                 0.7917,              0.0024562,              0.0024562,              0.0024562
                    764,                0.27391,                0.16734,                0.85969,                0.99281,                0.99169,                0.99451,                0.98103,                0.18936,                 0.1116,                0.79163,              0.0024463,              0.0024463,              0.0024463
                    765,                0.27413,                0.16543,                0.85824,                0.99272,                0.99173,                0.99451,                0.98107,                0.18933,                0.11164,                0.79158,              0.0024364,              0.0024364,              0.0024364
                    766,                 0.2781,                0.17407,                 0.8576,                0.99272,                0.99175,                0.99451,                0.98097,                0.18929,                0.11179,                0.79155,              0.0024265,              0.0024265,              0.0024265
                    767,                0.27248,                0.16949,                 0.8553,                0.99275,                0.99174,                0.99444,                0.98121,                0.18923,                0.11189,                0.79149,              0.0024166,              0.0024166,              0.0024166
                    768,                0.27692,                0.16888,                0.85993,                0.99282,                 0.9917,                0.99443,                 0.9809,                 0.1892,                 0.1117,                0.79146,              0.0024067,              0.0024067,              0.0024067
                    769,                0.27438,                 0.1683,                0.85503,                0.99285,                 0.9917,                0.99451,                0.98121,                0.18914,                0.11186,                0.79141,              0.0023968,              0.0023968,              0.0023968
                    770,                0.27703,                0.16944,                0.85771,                0.99284,                 0.9917,                0.99451,                0.98098,                0.18913,                0.11208,                 0.7914,              0.0023869,              0.0023869,              0.0023869
                    771,                0.27482,                 0.1699,                0.85524,                 0.9928,                0.99174,                0.99451,                0.98114,                0.18906,                0.11209,                0.79136,               0.002377,               0.002377,               0.002377
                    772,                 0.2729,                0.17214,                0.85967,                0.99279,                0.99175,                0.99451,                0.98116,                  0.189,                0.11213,                0.79131,              0.0023671,              0.0023671,              0.0023671
                    773,                0.27462,                0.16707,                0.85744,                0.99279,                0.99175,                0.99451,                0.98091,                0.18897,                0.11222,                0.79126,              0.0023572,              0.0023572,              0.0023572
                    774,                0.27249,                0.16713,                0.85699,                0.99286,                0.99173,                0.99443,                 0.9809,                0.18887,                0.11211,                0.79124,              0.0023473,              0.0023473,              0.0023473
